Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
1vYXt7VSjH9JIM5oRRo7vA,"Dance The Night - From Barbie The Album","Dance The Night (From Barbie The Album)","Dua Lipa",2023-05-25,176579,83,,2023-07-25T22:12:21Z,"pop","Atlantic Records",0.671,0.845,11,-4.93,0,0.048,0.0207,0,0.329,0.775,110.056,4
60oDCnzGuCJr7bL2kRTEwL,"Taroko","Taroko","August Greenwood",2023-07-19,184115,45,,2023-07-19T21:26:59Z,"","Cheesecake Man",0.621,0.236,2,-13.826,1,0.0485,0.879,0.00000148,0.0764,0.406,89.63,4
0vua5LbAth2HzKqpbnVRZk,"Nee Singam Dhan","Pathu Thala (Original Motion Picture Soundtrack)","A.R. Rahman,Sid Sriram",2023-03-18,247794,64,,2023-07-15T17:57:40Z,"tamil pop,kollywood,sufi,bollywood,hindi pop,desi,tamil dance,tollywood,telugu pop","Sony Music Entertainment India Pvt. Ltd.",0.539,0.534,5,-8.31,1,0.0306,0.23,0.0000483,0.364,0.435,142.461,3
6lpj6BFKFnop1KlhsoyL0M,"Nee Yenadharuginil Nee","Oh Manapenne (Original Motion Picture Soundtrack)","Vishal Chandrashekhar,Shakthisree Gopalan",2021-10-18,162000,51,,2023-07-14T13:46:32Z,"tollywood,telugu pop,kollywood,tamil pop,mollywood","Think Music",0.679,0.315,6,-12.189,0,0.0549,0.655,0.0000141,0.0785,0.781,169.865,3
5jXrULyYKHjkAMk4TXZFoG,"Kaadhal Endral","Goa (Original Motion Picture Soundtrack)","Yuvan Shankar Raja",2010-01-01,87133,58,,2023-07-14T09:41:35Z,"tamil pop,kollywood,tamil dance,tamil hip hop","Sony Music Entertainment India Pvt. Ltd.",0.638,0.324,0,-7.787,0,0.0321,0.923,0.0000335,0.151,0.446,129.932,4
4z5aoK0yI5kgbikXoWLWfB,"Mogathirai","Pizza (Original Motion Picture Soundtrack)","Santhosh Narayanan,Pradeep Kumar",2012-09-06,227017,54,,2023-07-14T09:08:04Z,"tamil pop,kollywood,tamil hip hop,tamil dance","Think Music",0.523,0.264,6,-9.428,0,0.0415,0.635,0.0000402,0.1,0.504,199.671,4
7fttjqzmvgvpRQoOzyYng3,"Po Indru Neeyaga","Velai Illa Pattadhaari (Original Motion Picture Soundtrack)","Anirudh Ravichander,Dhanush",2016-01-14,223326,0,,2023-07-13T14:57:53Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop","Divo",0.484,0.593,3,-3.788,0,0.0272,0.262,0,0.0813,0.46,144.863,3
1Rc6P2xhdwLUlX3JruuLhx,"Souls Predestinately Fused","Sillu Karuppatti (Original Background Score)","Pradeep Kumar",2020-08-07,80833,28,,2023-07-12T20:51:11Z,"tamil pop,kollywood","Think Music",0.41,0.122,0,-15.097,1,0.0395,0.832,0.000213,0.118,0.595,110.18,3
06urexU7lv41RDdLnMzChi,"Oh! Shanthi Shanthi","Vaaranam Aayiram (Original Motion Picture Soundtrack)","Harris Jayaraj,Clinton,S.P. Charan",2008-10-08,183533,57,,2023-07-12T20:48:10Z,"tamil pop,kollywood,tamil dance,telugu pop,tollywood","Sony Music Entertainment India Pvt. Ltd.",0.706,0.597,10,-7.045,1,0.041,0.464,0,0.226,0.41,132.91,4
5JKia2yz4Y0ohtg7Ya2yP7,"Bloodshot","Bloodshot","Here At Last",2023-02-10,140670,50,,2023-07-09T21:09:45Z,"","BKM",0.725,0.616,7,-5.403,0,0.138,0.548,0,0.369,0.809,128.102,4
2vjX1VkntJPIQkqwbJQvoa,"do u really?","to love in the 21st century","Lyn Lapid,Ruth B.",2023-06-23,161120,53,,2023-07-09T21:04:29Z,"","Republic Records",0.615,0.569,10,-6.725,1,0.0614,0.261,0.000124,0.112,0.587,87.027,4
3QGQag40IXwqgJAPJfgML6,"Keep Your Rifle by Your Side","Far Cry 5 Presents: Into the Flames (Original Game Soundtrack)","Dan Romer,Wil Farr",2018-03-02,140773,40,,2023-07-09T17:19:17Z,"soundtrack","Ubisoft Music",0.546,0.851,9,-3.519,1,0.0487,0.017,0,0.225,0.788,106.033,4
37bNBNB332HXbSy6079cws,"Odo","Kyougen","Ado",2022-01-26,210346,66,,2023-07-08T17:48:37Z,"j-pop,anime,vocaloid,j-rock","Universal Music LLC",0.709,0.962,1,-0.753,1,0.106,0.153,0.00000177,0.621,0.767,128.013,4
0RVwHo27QrxbC7i6ed6OCq,"Kabadi","Ghilli (Original Motion Picture Soundtrack)","Vidyasagar,Maran,Jayamoorthy",2004-04-17,104333,0,,2023-07-08T17:18:07Z,"malayalam pop,mollywood,tamil dance,kollywood,tamil pop","Ayngaran",0.703,0.855,0,-6.025,0,0.143,0.0723,0.583,0.0565,0.881,102.019,3
4hN3wwO48b8a9Ll4WqHMDC,"Appadi Podu","Ghilli (Original Motion Picture Soundtrack)","Vidyasagar,Krishnakumar Kunnath,Anuradha Sriram",2004-04-17,292893,0,,2023-07-08T17:18:05Z,"malayalam pop,mollywood,tamil dance,kollywood,tamil pop,kannada pop","Ayngaran",0.495,0.804,7,-7.051,1,0.177,0.0599,0,0.0459,0.641,83.929,4
0aCn1VpvHuo8tDvvD0LvVh,"Sha La Laa","Ghilli (Original Motion Picture Soundtrack)","Vidyasagar,Sunidhi Chauhan",2004-04-17,270306,0,,2023-07-08T17:18:03Z,"malayalam pop,mollywood,tamil dance,kollywood,tamil pop,bollywood,desi,hindi pop","Ayngaran",0.772,0.773,2,-6.734,0,0.0504,0.32,0.00029,0.0614,0.836,99.989,4
0rXY87QUdNCbvW5ocac1Bo,"heartbeat","heartbeat","siopaolo,Lydia Ganada",2022-11-11,210831,43,,2023-07-08T12:31:30Z,"","siopaolo under exclusive license to Amuseio AB",0.893,0.494,5,-9.995,0,0.102,0.0795,0.00132,0.0962,0.749,114.999,4
5hjFHVGPvLLpVYObgG6TBB,"SHOULD I BE OK?","THE GRATITUDE PROJECT","Tiffany Day",2023-02-17,217258,37,,2023-07-08T09:57:10Z,"","Tiffany Day",0.698,0.728,0,-4.013,1,0.103,0.00281,0.00009,0.516,0.461,124.019,4
6Rpk7fmD3TWTBfJnIpjiZp,"HEARTBREAKER CLUB","HEARTBREAKER CLUB","City Girl,tiffi",2022-07-20,123281,46,,2023-07-06T21:52:10Z,"lo-fi,j-dance","City Girl Records",0.743,0.702,1,-8.153,0,0.0547,0.576,0.0000652,0.105,0.866,159.991,4
60SugyNV4FdewZfktXfXte,"Irresponsible","Irresponsible","Emei",2023-05-26,124751,51,,2023-07-06T21:52:00Z,"","Emei under exclusive license to Amuseio AB",0.722,0.626,3,-5.646,0,0.14,0.0118,0,0.106,0.585,163.802,4
3IYDobDC8polFRhtc4ROzA,"幸せ","幸せ","Omoinotake",2023-07-01,260851,46,,2023-07-05T16:53:41Z,"j-pop,city pop,anime,japanese indie","Sony Music Labels Inc.",0.547,0.77,8,-5.119,1,0.0398,0.00262,0,0.327,0.172,132.996,4
6C8JJFoGC4dkVtAHVK3iif,"Two Two Two (From Kaathuvaakula Rendu Kaadhal)","Two Two Two (From Kaathuvaakula Rendu Kaadhal)","Anirudh Ravichander,Sunidhi Chauhan,Sanjana Kalmanje",2021-09-18,176345,54,,2023-07-04T22:06:00Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop,bollywood,desi,hindi pop","Sony Music Entertainment India Pvt. Ltd.",0.821,0.69,1,-4.981,1,0.187,0.0202,0.00398,0.199,0.648,140.171,4
5FcK65jGaIPzdIUB9asktp,"Brand New","Brand New","Public Library Commute",2021-09-08,156381,37,,2023-07-01T12:21:17Z,"bedroom pop","Public Library Commute",0.814,0.681,11,-8.002,1,0.04,0.383,0.0256,0.271,0.963,132.023,4
37CoOXIsgF3NzbK1zHZetk,"Mona Lisa (Spider-Man: Across the Spider-Verse)","Mona Lisa (Spider-Man: Across the Spider-Verse)","Dominic Fike",2023-06-02,186066,65,,2023-07-01T11:15:44Z,"","Columbia",0.759,0.646,1,-7.603,1,0.12,0.231,0,0.161,0.445,111.043,4
3LY9pxrkW6J3TTAL5ZwNuI,"猿芝居","猿芝居","natori",2023-01-18,175000,51,,2023-07-01T10:56:02Z,"j-pop,anime","なとり",0.719,0.779,9,-7.67,0,0.086,0.0172,0.00000112,0.0486,0.855,101.992,4
5vMy2LAriXI6Opv8PkG3Px,"Sunflower","Black Humor","I Don't Like Mondays.",2021-08-18,228176,23,,2023-06-29T18:29:04Z,"j-r&b,j-pop,japanese indie,anime","rhythm zone",0.607,0.716,5,-5.638,1,0.0393,0.0507,0.00000183,0.134,0.405,102.011,4
2lNb0SzyOEHizMxlpT9HM6,"IF I DON'T TEXT YOU FIRST","IF I DON'T TEXT YOU FIRST","Tiffany Day",2021-06-21,133547,55,,2023-06-29T11:31:14Z,"","Tiffany Day",0.76,0.492,9,-6.802,1,0.0824,0.269,0,0.305,0.677,104.987,4
1Nbi2hwlzGxnlYF9I6jhYm,"GELATO","BLACK PONTIAC","Floyd Fuji,Carneyval",2020-10-22,124405,47,,2023-06-29T11:28:56Z,"","Floyd Fuji",0.517,0.739,11,-6.912,0,0.229,0.0833,0,0.115,0.422,88.604,4
2DV1d85cvDbMNsIXCL5KnS,"Why Don't You Call Me","Tears, Lies and Alibis","Shelby Lynne",1976-09-08,100186,41,,2023-06-29T08:54:01Z,"alt country","Everso Records",0.632,0.564,10,-8.277,1,0.0908,0.648,0,0.22,0.878,90.009,4
1iHcBGTsAy3Mb9HPWfHz2f,"I'm Scared","Rockferry","Duffy",2008,189306,46,,2023-06-29T08:53:51Z,"","Polydor Records",0.514,0.435,9,-7.772,1,0.0288,0.429,0.0000218,0.152,0.408,90.078,4
7zkLpY72g6lKQbiHDqri1S,"Sunrise","Feels Like Home","Norah Jones",2004-01-01,200626,74,,2023-06-28T23:44:11Z,"","Blue Note Records",0.526,0.299,8,-13.797,1,0.031,0.941,0.097,0.106,0.679,156.848,4
6O1VWYPfl85dDeKiaCJKza,"Chiru Chiru","Awaara (Original Motion Picture Soundtrack)","Yuvan Shankar Raja,Haricharan,Sagar Desai",2010-04-10,284466,62,,2023-06-25T12:30:43Z,"tamil pop,kollywood,tamil dance,tamil hip hop,mollywood,tollywood,telugu pop,malayalam pop,kannada pop","Think Music (India)",0.722,0.496,7,-7.554,0,0.0327,0.223,0.000507,0.103,0.645,92.007,4
7j6Cb59M9yOq3aw4fmDzQj,"Unna Vida","Virumandi","Kamal Haasan,Shreya Ghoshal",2003-01-10,385226,0,,2023-06-23T13:56:35Z,"tamil pop,kollywood,tamil dance,bollywood,hindi pop,kannada pop,desi,marathi pop,sandalwood,bangla pop","Anak Audio",0.712,0.439,5,-11.056,1,0.0332,0.49,0.000179,0.0873,0.491,120.016,4
4ARAo4CAIOU0zY74zvei1K,"Munbe Vaa","Sillunu Oru Kaadhal (Original Motion Picture Soundtrack)","A.R. Rahman,Shreya Ghoshal,Naresh Iyer",2006-09-08,359586,0,,2023-06-22T16:12:26Z,"tamil pop,kollywood,sufi,bollywood,hindi pop,desi,tamil dance,kannada pop,marathi pop,sandalwood,bangla pop,tollywood,telugu pop","Ayngaran",0.605,0.765,1,-9.409,1,0.0328,0.256,0.0000271,0.196,0.793,141.1,4
1M2x5Qu14L6B3rHHq37EiN,"Ennai Konjum","Kaakha Kaakha (Original Motion Picture Soundtrack)","Timmy,Tippu,Pop Shalini,Thamarai",2003-09-27,356040,57,,2023-06-22T16:07:21Z,"tamil pop,kollywood,tamil dance,kannada pop,telugu pop,tollywood,sandalwood","New Music",0.843,0.726,9,-5.966,0,0.0345,0.128,0.0000171,0.177,0.837,113.997,4
2uqXfUERVBLa1heEoUTBlO,"Thuli Thuli","Paiya (Original Motion Picture Soundtrack)","Yuvan Shankar Raja,Haricharan,Tanvi Shah",2010-11-22,283346,64,,2023-06-22T15:59:41Z,"tamil pop,kollywood,tamil dance,tamil hip hop,mollywood,tollywood,telugu pop,malayalam pop,kannada pop","Think Music (India)",0.709,0.528,7,-7.429,0,0.0309,0.256,0.00189,0.112,0.649,91.999,4
0ax8NVafraj3HnfCwvnHK4,"Loose Change","Happy Yet","Devin Kennedy",2020-10-01,163500,47,,2023-06-21T23:00:05Z,"indie r&b","Wonderiff Music",0.825,0.42,11,-14.702,1,0.0516,0.326,0,0.151,0.781,119.953,4
71Xx4sHbdLtNGSUqUvcesT,"Kannamma (From Kaala (Tamil))","Thalaivar Thiruvizha","Pradeep Kumar,Ananthu,Dhee",2019-12-09,289853,0,,2023-06-18T11:12:54Z,"","Divo",0.643,0.273,4,-12.582,0,0.0372,0.74,0.00182,0.161,0.452,124.901,3
7JdPBNDq3qU6AyosGDxIiL,"Vechikkava Unna Mattum (From Nallavanukku Nallavan)","Thalaivar Thiruvizha","K. J. Yesudas,S. Janaki",2019-12-09,268706,0,,2023-06-18T10:22:06Z,"","Divo",0.466,0.653,10,-10.219,1,0.0608,0.778,0.00015,0.159,0.891,73.75,4
14x0GCayKDaoHexKNzxAeF,"Thappa Dhaan Theriyum (From Maari) - Maari's Karuthu","Young Mavericks (Anirudh & Santhosh Narayanan)","Anirudh Ravichander,Dhanush,Chinna Ponnu,Magizhini Manimaaran",2016-11-11,199894,36,,2023-06-14T11:35:45Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop,tamil indie","Sony Music Entertainment India Pvt. Ltd.",0.528,0.901,11,-5.66,0,0.303,0.251,0.00625,0.0478,0.661,150.983,4
6R0FwF48PO2BrdZpLeWi42,"Nee Kavithaigala","Maragatha Naanayam (Original Motion Picture Soundtrack)","Dhibu Ninan Thomas,Pradeep Kumar",2017-01-19,276250,67,,2023-06-13T23:28:59Z,"tamil pop,kollywood","Think Music",0.58,0.541,4,-5.646,0,0.0271,0.451,0.00000264,0.121,0.413,129.968,3
6Ec5LeRzkisa5KJtwLfOoW,"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)","METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE)","Metro Boomin,A$AP Rocky,Roisee",2023-06-02,256026,76,,2023-06-11T13:59:33Z,"rap","Republic Records",0.6,0.537,9,-7.777,0,0.0362,0.0468,0.0038,0.206,0.126,90.061,4
3B7eDo0JA8rkMRsPa9n7rq,"Vaseegara / Zara Zara Mashup","Vaseegara / Zara Zara Mashup - Single","Jonita Gandhi,Keba Jeremiah",2020-02-20,184670,35,,2023-06-03T14:13:13Z,"bollywood,tamil pop,kollywood,hindi pop,desi,tamil dance,tamil indie","Saregama",0.833,0.193,2,-10.131,1,0.275,0.709,0.0000226,0.0657,0.674,129.927,4
09Z6o1yu596HJAwWZxTz4m,"Othaiyadi Pathayila","Kanaa (Original Motion Picture Soundtrack)","Dhibu Ninan Thomas,Anirudh Ravichander",2018-08-23,249671,65,,2023-06-03T14:13:01Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop","Sony Music Entertainment India Pvt. Ltd.",0.713,0.615,11,-7.648,0,0.138,0.341,0.00000155,0.0608,0.807,135.017,3
2TaCG1ArsxRsUyZhqy5jei,"poster boy","poster boy","Lyn Lapid",2023-04-14,166303,44,,2023-05-31T21:48:56Z,"","Mercury Records/Republic Records",0.535,0.716,8,-6.665,1,0.0318,0.146,0.0813,0.157,0.44,163.951,4
5nJvvGNR2c7zqlFi9rKuZk,"OUCH!","OUCH!","Nxdia",2021-11-19,153000,0,,2023-05-31T21:11:04Z,"","Curblava",0.604,0.554,11,-5.253,0,0.0636,0.0141,0.000036,0.235,0.562,160.089,4
3veKU8AyUteh46qOKUlbJC,"cozy","222","Tony22",2022-01-02,91334,40,,2023-05-31T18:57:19Z,"","Tony22",0.805,0.561,3,-7.972,0,0.0334,0.597,0.0000965,0.0845,0.966,140.003,4
5YZVINXGdthlMIrQAJKvKS,"when ur around","when ur around","Takayoshi",2022-12-07,101694,16,,2023-05-31T18:57:17Z,"","Takayoshi",0.804,0.421,2,-13.737,1,0.0636,0.591,0.4,0.107,0.914,117.993,4
4Ndg10oNRmN8FtOrWxs3Q5,"MOON NIGHT","Black Humor","I Don't Like Mondays.",2021-08-18,190906,40,,2023-05-31T18:57:15Z,"j-r&b,j-pop,japanese indie,anime","rhythm zone",0.869,0.542,11,-5.586,1,0.0362,0.117,0,0.143,0.961,128.059,4
6wffxmLgeZTbvS1hYvLkht,"Tattoo","Tattoo","OFFICIAL HIGE DANDISM",2023-04-21,288099,44,,2023-05-31T18:57:11Z,"j-pop,anime,j-rock","IRORI Records",0.481,0.901,0,-5.629,1,0.163,0.0114,0,0.314,0.817,194.084,4
25QIhqinwmNWzkM60wXLEK,"Sugar Magic","Sugar Magic","tonun",2022-10-26,235289,33,,2023-05-31T18:57:09Z,"j-r&b,j-pop,japanese indie,city pop","tonun",0.785,0.771,5,-6.589,0,0.129,0.0713,0.0035,0.0763,0.82,117.988,4
7pTwW5yCKRx6OkByY53jbz,"damn","LOVE ALL SERVE ALL","Fujii Kaze",2022-03-23,259026,57,,2023-05-31T18:57:05Z,"j-pop","Universal Music LLC",0.707,0.759,7,-7.955,1,0.0329,0.00346,0.0000382,0.116,0.646,129.982,4
6KxgptZSrQC4Vv21ZBOG7S,"golden hour - Fujii Kaze Remix","golden hour (Fujii Kaze Remix)","JVKE,Fujii Kaze",2023-04-21,159000,60,,2023-05-31T18:57:02Z,"j-pop","JVKE",0.333,0.582,4,-5.499,1,0.0383,0.612,0.000765,0.152,0.311,93.777,3
27X15kptwVSlgrxLr0YtUt,"on ur mind","on ur mind","Takayoshi",2022-01-14,155121,9,,2023-05-31T18:57:01Z,"","Takayoshi",0.785,0.194,7,-12.48,1,0.0427,0.813,0.213,0.0684,0.316,81.995,4
1txOespR8du8AjUAWUCMpg,"Itookashi","Itookashi","YOAKE",2021-07-30,185031,35,,2023-05-31T09:45:58Z,"j-pop","YOAKE project",0.739,0.906,11,-6.832,1,0.0378,0.125,0.0000801,0.239,0.953,128.005,4
5euumi7eqEgmxvCIJw2pSp,"Hot Rod","Fuzzybrain","Dayglow",2019-11-14,204014,68,,2023-05-29T18:27:22Z,"indie rock","Very Nice Records",0.707,0.768,7,-7.072,1,0.0323,0.0279,0.000292,0.169,0.832,139.985,4
27rZYxE4l21wTaovX4WTnI,"Television / So Far So Good","Apricot Princess","Rex Orange County",2017-04-26,262600,74,,2023-05-29T13:52:04Z,"bedroom pop","Rex Orange County",0.403,0.505,5,-7.75,1,0.0463,0.592,0,0.121,0.32,164.902,4
2Ryp5LkAWyJwRqoFd8N7Kk,"move","move","brb.",2021-01-22,148571,1,,2023-05-28T15:44:22Z,"","brb.",0.661,0.633,5,-8.819,0,0.052,0.0227,0.0000986,0.104,0.782,104.934,4
1LjZnfncDtrn5YtbU4lQMf,"へでもねーよ","へでもねーよ","Fujii Kaze",2020-10-30,190754,51,,2023-05-26T23:26:38Z,"j-pop","Universal Music LLC",0.468,0.818,9,-6.206,0,0.0512,0.0124,0.00000426,0.419,0.489,175.978,4
2GH75D6EdUvEpMHypzyZ3Y,"YOU WERE NEVER MINE","KINDA KOREAN","OKPOP",2023-05-05,152343,0,,2023-05-26T22:57:45Z,"","OKPOP",0.757,0.517,1,-10.085,0,0.0798,0.079,0.00000944,0.108,0.312,127.961,4
4gPy5v5WA77EBW5UiKK4i8,"TAKE MY HAND","KINDA KOREAN","OKPOP",2023-05-05,140011,0,,2023-05-26T13:31:43Z,"","OKPOP",0.71,0.66,1,-6.535,1,0.0455,0.675,0,0.162,0.63,110.069,4
0oDYMqrKLqdv3I5iqrdY66,"LOOK ME IN THE EYES","KINDA KOREAN","OKPOP",2023-05-05,116043,0,,2023-05-26T13:31:33Z,"","OKPOP",0.755,0.484,10,-11.749,0,0.0684,0.688,0.00000637,0.192,0.484,91.019,4
0s2tWUZc1jyVEqAyr4QjsQ,"brownie","brownie","macico",2023-02-22,152957,14,,2023-05-26T00:49:00Z,"j-r&b,japanese indie,city pop","macico",0.773,0.91,7,-6.161,0,0.0923,0.163,0.0000585,0.0688,0.962,142.061,4
6mtkUqVaMoJBMG86f0RTul,"灯火 (feat. miida)","灯火 (feat. miida)","Tokimeki Records,miida",2023-02-01,184285,23,,2023-05-25T23:59:52Z,"city pop,j-r&b,j-pop,japanese indie,shoegaze","Namy& Records",0.744,0.717,0,-6.994,1,0.0359,0.114,0.00483,0.124,0.942,111.995,4
0EeDQLRSNWsZzNsyKsJ402,"Yururirara","Yururirara","RYUTO KASAHARA",2022-04-29,240506,36,,2023-05-25T22:46:21Z,"","INSENSE MUSIC WORKS INC.",0.743,0.462,0,-6.312,0,0.106,0.349,0.000256,0.306,0.466,85.049,4
2lRcgRTbRDeup4ZV7asE7Y,"Anime Thighs","Anime Thighs","MC Virgins,wonder",2019-10-06,154838,0,,2023-05-23T13:01:24Z,"meme rap,anime,anime rap","MC Virgins",0.671,0.681,0,-8.616,1,0.428,0.133,0,0.0981,0.629,123.942,5
5wIjM4q7oIgiLqn8Qfoyxh,"Keisha & Becky - Remix","Keisha & Becky (Remix)","Russ Millions,Tion Wayne,Aitch,Swarmz,Sav'o,JAY1",2019-04-11,252906,61,,2023-05-23T11:27:35Z,"uk drill,drill,grime,afroswing","EMI",0.863,0.471,6,-9.545,1,0.478,0.251,0,0.121,0.644,140.969,4
3KhODlXNFUONL8CdqEmd1d,"PINK","BIPOLAR","Tatsuya Kitani",2022-05-25,176853,49,,2023-05-22T21:05:49Z,"anime,j-pop,j-rock","Sony Music Labels Inc.",0.68,0.702,8,-4.536,0,0.115,0.0526,0,0.165,0.858,103.958,4
7w6NWogvAAFdEhD9MA2uvv,"LADY","LADY","Kenshi Yonezu",2023-03-21,207166,57,,2023-05-22T16:09:17Z,"j-pop,anime,j-rock","Sony Music Labels Inc.",0.751,0.55,2,-7.101,1,0.0534,0.28,0.000249,0.101,0.867,90.952,4
1jKeX1vqO02gCogrnj3THz,"Vacation","Vacation","DURDN",2021-07-21,181142,47,,2023-05-22T13:42:36Z,"j-r&b,j-pop,japanese indie","DURDN",0.821,0.605,0,-5.106,0,0.0629,0.104,0.0000397,0.207,0.962,104.985,4
1ymuRjJdEPhjZqmAiv82tJ,"もうやだ","XinU EP #02","XinU",2023-05-10,165866,36,,2023-05-21T23:42:35Z,"j-r&b,japanese indie,city pop,j-pop","Virgin Music Label And Artist Services (S&D)",0.633,0.314,11,-10.421,0,0.0732,0.444,0,0.102,0.723,83.935,4
6riC3JbelswTdXrOyuREzM,"Conflict","Conflict","DURDN",2021-01-16,167500,46,,2023-05-21T20:25:03Z,"j-r&b,j-pop,japanese indie","DURDN",0.79,0.327,6,-7.917,0,0.0375,0.632,0.000237,0.0964,0.408,96.02,4
1wINgO2126rCB6aUSyTrhY,"Sutetaraii","Sutetaraii","DURDN",2021-02-26,202886,41,,2023-05-20T18:39:25Z,"j-r&b,j-pop,japanese indie","DURDN",0.767,0.401,5,-7.391,0,0.178,0.705,0.00036,0.101,0.682,96.864,4
2n46SeXId7o9WvXTFgRO8B,"Entammede Jimikki Kammal","Velipadinte Pusthakam (Original Motion Picture Soundtrack)","Vineeth Sreenivasan,Renjith Unni",2017-07-27,201600,0,,2023-05-19T23:08:29Z,"malayalam pop,mollywood,tamil dance","Satyam Audios",0.461,0.495,9,-8.121,0,0.293,0.12,0.000194,0.0642,0.888,180.022,3
5FQOTtXU5AbboDGs9ARcyL,"Drink!","Drink!","DURDN",2023-05-17,249798,20,,2023-05-19T23:06:35Z,"j-r&b,j-pop,japanese indie","Sony Music Labels Inc.",0.739,0.744,7,-4.358,1,0.0501,0.0434,0.00000397,0.0628,0.857,124.003,4
4AElkruOc9gECdltSuV3JN,"小喋日和","小喋日和","FantasticYouth",2022-04-14,227625,53,,2023-05-19T20:13:40Z,"anime,j-pop","Universal Music LLC",0.718,0.803,6,-4.983,1,0.0318,0.182,0.00000185,0.111,0.889,110.009,4
6IxL3FQvDJSRs8sMzPi3Fg,"Tropical virtual girl","Frequency in blue","ぷにぷに電機",2022-04-24,148434,21,,2023-05-19T02:05:52Z,"j-r&b,city pop,japanese indie,shibuya-kei,j-pop","punipunidenki",0.704,0.566,7,-11.824,1,0.042,0.172,0.086,0.115,0.802,115.036,4
52slIpxewg2yBQjNsAjysU,"Like?","Portrait","chilldspot",2023-05-03,154706,29,,2023-05-18T19:26:54Z,"japanese indie,j-r&b,j-pop","PONY CANYON INC.",0.663,0.511,5,-9.308,1,0.0337,0.015,0.0265,0.104,0.534,135.007,4
51tgAkF9HE14FIR4iYN8K3,"Venus Flytrap feat. Chiaki Sato","The Lover","haruno,CHIAKI SATO",2023-05-10,225369,35,,2023-05-18T18:49:54Z,"j-r&b,japanese indie,j-pop,city pop","Victor Entertainment / Suppage Records",0.88,0.675,8,-8.423,0,0.052,0.392,0.281,0.1,0.8,122.031,4
4PEsRQ7zM9LjUcEtdPV4er,"Boku no Yume","Boku no Yume","DURDN",2021-06-16,212938,22,,2023-05-18T18:39:35Z,"j-r&b,j-pop,japanese indie","DURDN",0.682,0.775,7,-8.708,1,0.0796,0.216,0.000477,0.109,0.325,96.967,4
0NsQs28wv5MGAXq5Mw6xzh,"ひとひら","BLU-SWING 10th ANNIVERSARY BEST","Blu-Swing",2019-05-08,165626,43,,2023-05-18T18:38:28Z,"city pop,shibuya-kei,japanese indie","JUNONSAISAIRECORDS",0.624,0.608,0,-6.512,1,0.0264,0.645,0.0000223,0.43,0.531,98.038,3
1lORkxEMmsCZqhoxcmk3A3,"Nothing","To Let A Good Thing Die","Bruno Major",2020-06-05,162797,74,,2023-05-18T02:19:54Z,"","Bruno Major",0.555,0.27,2,-15.892,1,0.0888,0.931,0.544,0.103,0.271,139.681,3
2Oql5y6yNB0XUb8OWbi7pq,"Flyday Chinatown","Flyday Chinatown","EVADE FROM 宇宙",2021-01-22,135004,18,,2023-05-17T20:38:52Z,"city pop","EVADE FROM 宇宙 under exclusive license to Amuseio AB",0.441,0.839,7,-7.534,0,0.224,0.173,0.915,0.233,0.9,128.407,4
1HyKEziXzDtvnlg3dTLos2,"Torches","Torches","Aimer",2019-08-14,292533,0,,2023-05-17T15:51:24Z,"anime,j-pop,j-rock","Sony Music Labels Inc.",0.52,0.675,0,-6.625,1,0.0283,0.464,0,0.138,0.31,82.008,4
6Z0CSptkTKzOpownOPnK5g,"Lullaby","Brighter Days","Sigala,Paloma Faith",2018-09-28,204253,52,,2023-05-15T20:09:48Z,"","Ministry of Sound Recordings",0.725,0.835,5,-3.95,0,0.0362,0.0849,0.00000629,0.0809,0.845,120.023,4
5jMScw7CRreCnaTOHErtpi,"愛言葉","Black Humor","I Don't Like Mondays.",2021-08-18,209653,16,,2023-05-14T15:01:04Z,"j-r&b,j-pop,japanese indie,anime","rhythm zone",0.724,0.636,1,-5.385,1,0.0528,0.301,0,0.0819,0.771,125.012,4
3oZ1DkKe2ZcvPh5Ffv6L0c,"a.m.3:21","a.m.3:21","yama",2020-08-12,208409,48,,2023-05-09T17:33:39Z,"j-pop,anime,j-rock","yama",0.634,0.736,5,-5.006,0,0.109,0.295,0.00011,0.215,0.752,110.169,4
27QhWLY0pFCM6OxoMy535N,"一目惚れ -ちはやふる３ ED size ver-","一目惚れ -ちはやふる３ ED size ver-","バンドハラスメント",2019-10-29,73478,13,,2023-05-09T01:33:55Z,"japanese indie,j-rock,anime","SANTA IS PAPA",0.633,0.701,8,-4.244,1,0.0571,0.302,0,0.0705,0.883,138.03,4
